caption	answer	add_caption	c1_variable	c1_comp	c1_condition	c2_variable	c2_comp	c2_condition	c3_variable	c3_comp	c3_condition
the Host of the Horn	The Host of the Horn, that's our baron's personal army. They're everywhere—collecting taxes, keeping order. Not the sort you'd want to cross.|The Host of the Horn are composed of the finest knights of Lainlyn, bound by oaths to protect and serve the Barony of Lainlyn and its ruling family.|The Host of the Horn carries out the Baron's justice. You know, executions, cutting off hands, and so on.		Region Name	==	Lainlyn						
the Host of the True Horn	They're nothing but troublemakers and rebels. They're against Baron Shrike's rule. Can't say much more in the open, you understand.|The Host of the True Horn are officially traitors, so I say they're traitors. Don't you?|To speak openly of them is to invite danger. It's better discussed away from prying ears.| The Host of the True Horn? If they exist, they'd be planning to unseat the Baron, or so the rumors go.	Baron Shrike|-|	Region Name	==	Lainlyn						
Myrkwasa	Myrkwasa is a hard land where desert and coast meet. Inland, the desert is barren and dry. Closer to the coast, the air is heavy and rain comes suddenly—often in violent storms.|The coast is treacherous. And often struck by sudden tempest. Some folks think these aren't natural. They say we're cursed.|Fear the Tide witches! They've made a pact with demons and command the tempests. They gather in damp caves near the coast and plot to sunk all of Myrkwasa under the sea.|Kynareth is honored here, but with respect and caution. People leave small offerings on the shore to keep her favor, for Her wrath has cost many sailors their lives.|In Myrkwasa, the land and the sea are harsh, but the people are welcoming enough.|It ain't easy to have a neighbor such as Sentinel. Queen Akorithi and her dogs want to control all of Hammerfell. But we're proud Redguards too, and we'll defend our home tooth and nail.|Myrkwasa is tiny stretch of sparse grassland between a scorching deadly desert and a treacherous windy coast. Wonderful, isn't it?|In Myrkwasa we have good weather, several times a day!The winds here can turn on you fast, blowing gentle one moment and howling the next. Storms come without warning. Some sailors say it's the Tide Witches calling the storms, bending the sea and sky to their will.|Wrecks aren’t rare along our shores. More than a few ships have been lost to the rocks and the reefs.	-|-|witches|Kynareth|-|Sentinel,Queen Akorithi,Redguards|-|-|witches|-	Region Name	==	Myrkwasa						
Pothago	Pothago has become a hard place. The Duchess Rhict-si doesn't have any knights to restore order and the Pirate-Kings circle around her like vultures.|The roads here aren’t safe. Bandits hide in every shadow, waiting for travelers or merchants. Those without guards are as good as robbed. Some caravans disappear altogether. And the coast is worse, full of pirates.|Here's how to behave in Pothago: lock your doors, keep your head down, and don’t expect help.|Pothago hasn't always been like this. Before the War of Betony, Pothago was a peaceful place.|If you’re fool enough to drop anchor here, you’d best sleep with one eye open. The inns and taverns are packed with cutthroats who’d just as soon knife you as pour you a drink.|Pothago used to be peaceful duchy known for its natural beauty. That's why so many Pothagans have embraced the cult of Dibella.|Those so-called "Pirate-Kings" who hold the power in Pothago are but mere bandits and deserters who took control of our duchy after the War of Betony.|Duchess Rhict-si does her best to hold the Pirate-Kings in check. We don't have a standing army so she has to use her wits and charm to protect the duchy as best as she can.|There are nearly as many Bretons as Redguards here in Pothago now. Most of them are pirates and outlaws fleeing from more civilized places.|How disgraceful that Duchess Rhict-si must pretend these Pirate-Kings were appropriate suitors for her. Only their hope of marrying her and becoming a Duke keeps them from plundering Pothago to its bones.|The Pirate-Kings are villains, every one of them. But each one thinks he can win the hand of the Duchess. It’s her cleverness that keeps them from tearing Pothago apart completely.|If you’re here to help Pothago, Duchess Rhict-si could use someone with a sword and a spine.	Duchess Rhict-si, Pirate-Kings|-|-|the War of Betony|-|Dibella|Pirate-Kings,the War of Betony|Duchess Rhict-si,Pirate-Kings|Bretons,Redguards|Duchess Rhict-si,Pirate-Kings|Pirate-Kings|Duchess Rhict-si	Region Name	==	Pothago						
Pirate-Kings	They're just jumped-up outlaws, lording over groups of desperate scum. But they terrorize us all the same.|The Pirate-Kings operate out of Papumba-Hassi, Tsetillian, and Menakat, where their bloodthirsty crews gamble, feud, and pillage.|Nothing but a bunch of deserters and mercenaries who invaded our peaceful duchy after the War of Betony.|The Pirate-Kings think they can win Duchess Rhict-si's hand. I say she’s just stringing ‘em along.|Some say Duchess Rhict-si should just marry one of those pirates and be done with it.|If one of those pirates marries her, we’re in trouble. Imagine Pothago under a pirate Duke!|They’d sell their own mothers if it meant marrying Duchess Rhict-si and claiming Pothago. Greedy scoundrels, the lot of ‘em.|Each of those pirates fancies himself the next Duke. They’d be just as rotten with a title as they are without one.|They all want Rhict-si's hand but the Duchess keeps ‘em dangling. Each pirate thinks he’s got a chance if he just plays nice.|The Pirate-Kings want to marry Duchess Rhict-si and become Duke, plain and simple. Rhict-si plays along, but I think she’d sooner wed a snake.	-|-|the War of Betony|Duchess Rhict-si|Duchess Rhict-si|-|Duchess Rhict-si-|Duchess Rhict-si|Duchess Rhict-si	Region Name	==	Pothago						
holidays	Hel Anseilak, which means "Communion with the Saints of the Sword" in Old Redguard is the most serious of holy days for us.  It's celebrated on the 18th of Sun's Dusk. The ancient way of Hel Ansei is never practiced by modern Redguards, but its rich heritage is remembered and honored on this day. 	Redguards	Region Name	==	Pothago						
Daggerfall	Is she not magnificent? Daggerfall is heir to thousands of years of Breton chivalry. We do not elevate vulgar newcomers into the nobility like Wayrest, nor make lesser races our equals like the decaying Empire.	Wayrest,the Empire	Name	==	King Gothryd	NoLore	==	3			
Daggerfall	Daggerfall's the crown jewel of the Iliac Bay, best in knightly valor and throwing down in a scrap if need be.|Daggerfall's knightly order, the Knights of the Dragon, are a tough lot. They're always ready to keep the peace or throw a punch if things get dicey.|Wayrest may control the Bjoulsae River trade, but our ports are bustling, too. We've got ships coming and going day and night.|Daggerfall's noble houses are always scrabbling for a bit of King Gothryd's favor.|The Knights of the Dragon keep the peace in Daggerfall. They make sure that nobody steps out of line and that King Gothryd's word is law.|We're the victors of the War of Betony, no doubt about it. Daggerfall doesn't back down from a fight.|Daggerfall recently defeated Sentinel in the War of Betony, a war in which two kings killed each other over a fishing village.|Since King Gothryd took the throne, Daggerfall has only grown in power. |Kynareth watches over Daggerfall, bless Her. Her temples are everywhere. You should visit the grand one in the capital.|Kynareth is the patron goddess of Daggerfall. She keeps our sailors safe and our skies clear.|Kynareth's our goddess, looking out for us on the sea and in the sky, making sure our traders can do their business.|Daggerfall is one of the most powerful kingdoms in High Rock. We're known for our deep harbors and deep pockets. Plenty busy with traders and adventurers coming through.|Under King Gothryd's rule, Daggerfall has never been stronger or more feared.|According to tradition here in Daggerfall, the Day of the Dead is the one day the veil between worlds is thinnest, and the spirits of the dead walk among us to settle old scores.|Daggerfall's streets are filthy and our nobles' hands are filthier. Yet it's this cunning that's grown our city from a mere coastal town to a kingdom of renown.|Our market's heaving with goods from all corners, making Daggerfall a trader's paradise. If it exists, you can buy it here.|We might get dirty looks from the smaller kingdoms, but let 'em talk. Daggerfall's got the muscle and the splendor they wish they had.|Daggerfall is one of the most important cities in High Rock, bustling with traders from across Tamriel. A major port, always busy, always something going on.|Daggerfall is a tough city. Everyone knows everyone, and your reputation matters. You've got to keep your wits about you, especially with all the nobles and their power games.|Daggerfall's roots run deep, back to when we were a little fishing town. Now look at us. A kingdom to reckon with.|King Gothryd and Queen Aubk-i hold court here, and it's all gossip and backstabbing.|Our court's always bustling, with King Gothryd and Queen Aubk-i holding sway over a nest of vipers and silk.|I hear even the servants conspire against each other in Daggerfall's royal court.|You're either in Daggerfall, living the life, or you're outside looking in.|Looking for trouble or intrigue? Daggerfall's where you'll find it.	-|the Knights of the Dragon|Wayrest|King Gothryd|the Knights of the Dragon,King Gothryd|the War of Betony|Sentinel,the War of Betony|King Gothryd|Kynareth|Kynareth|Kynareth|High Rock|King Gothryd|the Day of the Dead|-|-|-|High Rock|-|-|King Gothryd,Queen Aubk-i|King Gothryd,Queen Aubk-i|-|-|-|	MapID	==	1291010263	Faction Social Group	==	1|4			
Daggerfall	Daggerfall is one of the largest and most influential kingdoms in the Iliac Bay, along with Wayrest and Sentinel. Of the three, we are best known for our chivalrous traditions and military strength.|Daggerfall is renowned for its military might. The Knights of the Dragon, the kingdom's order of knights, stand ever ready to defend the realm from threats both within and without.|Daggerfall may not dominate the Bjoulsae River trade like Wayrest, but it's still a major trading hub in western High Rock. Our ports are crowded with ships from across Tamriel.|Daggerfall is home to many noble Breton houses, each vying for influence, power, and the favor of King Gothryd.|Daggerfall is guarded by the Knights of the Dragon, an order dedicated to the protection of the royal family and the enforcement of their decrees throughout the kingdom.|Daggerfall always wins, as proven yet again in the War of Betony.|Daggerfall recently prevailed over Sentinel in the War of Betony, a war in which two kings killed each other over a fishing village.|Since King Gothryd took the throne, Daggerfall has only grown in power. His heroism during the War of Betony cemented our status as a formidable power.|Daggerfall is under the protection of Kynareth, our patron goddess. You'll find her temples all around, especially the great temple in the capital city.|Daggerfall is dedicated to Kynareth, the goddess of the skies and the winds. Her blessings protect our sailors.|Daggerfall's patron goddess is Kynareth. She is revered here for Her dominion over the elements of air and sea, vital for a kingdom thriving on maritime trade.|Daggerfall is one of the most powerful kingdoms in High Rock. It's known for its deep harbors and deep pockets. Plenty busy with traders and adventurers coming through.|Under King Gothryd's rule, Daggerfall has never been stronger or more feared.|Daggerfall's Day of the Dead is a peculiar holiday. Our traditions claim it's the one day the veil between worlds is thinnest, and the spirits of the dead walk among us to settle old scores.|Daggerfall's streets are filthy and our nobles' hands are filthier. Yet it's this cunning that's grown our city from a mere coastal town to a kingdom of renown.|Daggerfall is the hub of trade in the west, rivaling even Wayrest. It's said everything ends up for sale in Daggerfall—if not in the shops, then certainly in the seedier corners of the city.|Daggerfall is the envy of lesser cities. Our rivals may whisper of decay and overreach, but they simply cannot match the grandeur and might of Daggerfall. Let them talk; we prefer to act.|Daggerfall is one of the most important cities in High Rock, bustling with traders from across Tamriel. A major port, always busy, always something going on.|Daggerfall is a tough city. Everyone knows everyone, and your reputation matters. You've got to keep your wits about you, especially with all the nobles and their power games.|Daggerfall is known for its rich history, which can be traced back over a thousand years. The city has grown from a humble fishing village to a powerful kingdom.|King Gothryd and Queen Aubk-i presides over the court of Daggerfall, a court known for its elegance and cunning. Nobles from across the land vie for favor within our palace halls.|Daggerfall's court, presided over by King Gothryd and Queen Aubk-i, is a bustling center of power and diplomacy.|Everybody in the court of Daggerfall wins or loses by Gothryd's favor. You need a keen eye to follow who's up and who's down.|King Gothryd's Daggerfall is like a grand ball. Everyone is dancing, some out of joy, others because they dare not stop.|Anyone who lives outside of Daggerfall is a fool, apparently. And anyone who lives in Daggerfall is also a fool.|You want snobbery, treachery, and corruption? No place better than Daggerfall to find them.	Wayrest,Sentinel|the Knights of the Dragon|Wayrest,High Rock|Bretons,King Gothryd|the Knights of the Dragon|the War of Betony|Sentinel,the War of Betony|King Gothryd,the War of Betony|Kynareth|Kynareth|Kynareth|High Rock|King Gothryd|the Day of the Dead|-|Wayrest|-|High Rock|-|-|King Gothryd,Queen Aubk-i|King Gothryd,Queen Aubk-i|King Gothryd|King Gothryd|-|-|	MapID	==	1291010263						
Daggerfall	Daggerfall is one of the largest and most influential kingdoms in the Iliac Bay, along with Wayrest and Sentinel. Of the three, we are best known for our chivalrous traditions and military strength.|Daggerfall is renowned for its military might. The Knights of the Dragon, the kingdom's order of knights, stand ever ready to defend the realm from threats both within and without.|Daggerfall may not dominate the Bjoulsae River trade like Wayrest, but it's still a major trading hub in western High Rock. Our ports are crowded with ships from across Tamriel.|Daggerfall is home to many noble Breton houses, each vying for influence, power, and the favor of King Gothryd.|Daggerfall is guarded by the Knights of the Dragon, an order dedicated to the protection of the royal family and the enforcement of their decrees throughout the kingdom.|Daggerfall always wins, as proven yet again in the War of Betony.|Daggerfall recently prevailed over Sentinel in the War of Betony, a war in which two kings killed each other over a fishing village.|Since King Gothryd took the throne, Daggerfall has only grown in power. His heroism during the War of Betony cemented our status as a formidable power.|Daggerfall is under the protection of Kynareth, our patron goddess. You'll find her temples all around, especially the great temple in the capital city.|Daggerfall is dedicated to Kynareth, the goddess of the skies and the winds. Her blessings protect our sailors.|Daggerfall's patron goddess is Kynareth. She is revered here for Her dominion over the elements of air and sea, vital for a kingdom thriving on maritime trade.|Daggerfall is one of the most powerful kingdoms in High Rock. It's known for its deep harbors and deep pockets. Plenty busy with traders and adventurers coming through.|Under King Gothryd's rule, Daggerfall has never been stronger or more feared.|Daggerfall's Day of the Dead is a peculiar holiday. Our traditions claim it's the one day the veil between worlds is thinnest, and the spirits of the dead walk among us to settle old scores.	Wayrest,Sentinel|the Knights of the Dragon|Wayrest,High Rock|Bretons,King Gothryd|the Knights of the Dragon|the War of Betony|Sentinel,the War of Betony|King Gothryd,the War of Betony|Kynareth|Kynareth|Kynareth|High Rock|King Gothryd|the Day of the Dead	Region Name	==	Daggerfall						
King Gothryd	The proper form of address is “Your Majesty,” peasant.		Name	==	King Gothryd	NoLore	==	3			
King Gothryd	King Gothryd is a proper king, I say. A hero on the battlefield and a dashing figure in the court.|King Gothryd is a valiant fighter, but he plots as well as he fights.|Some say King Gothryd would have done anything to get the crown during the War of Betony. Whether there's truth to that, I can't say.|Gothryd stepped up to be king the moment his father King Lysandus took an arrow at the Battle of Cryngaine Field.|Gothryd became king right on the battlefield, just after his father's mysterious death. Convenient, isn't it?|King Gothryd slew King Camaron of Sentinel in single combat and took his daughter Aubk-i to bride. Now that's a king for you!|King Gothryd married Aubk-i of Sentinel to put that whole War of Betony mess behind us.|King Gothryd's trying to step out from Lysandus' shadow. But it's a long shadow, stretching even past the grave.|In the taverns, they toast to King Gothryd, but in the shadows, they say he's got ice where his heart should be.|King Gothryd rules with the same iron will his old man did.	-|-|the War of Betony|the War of Betony,King Lysandus|-|Sentinel,Queen Aubk-i|Queen Aubk-i,Sentinel|King Lysandus|-|-	MapID	==	1291010263	Faction Social Group	==	1|4			
King Gothryd	King Gothryd is a proper king, I say. A hero on the battlefield and a dashing figure in the court.|King Gothryd is as cunning as they come. He plots as well as he fights, and not always for the good of his subjects.|I've heard whispers of King Gothryd's ambition, how it might have driven him to ensure his rise during the War of Betony by any means necessary.|Gothryd became king during the War of Betony and lead Daggerfall to victory after the death of his father King Lysandus in the thick of battle.| Gothryd became king right on the battlefield, just after his father's mysterious death. Convenient, isn't it?|King Gothryd slew King Camaron of Sentinel in single combat and took his daughter Aubk-i to bride! Now that's a king for you!|When King Gothryd married Aubk-i, he tied our kingdom with Sentinel. Whether that's a knot or a noose, time will tell.|King Gothryd, bless him, is trying so hard to outshine his father's specter. But it's tough competing with a ghost, especially one as stubborn as Lysandus.|Ask about King Gothryd in the taverns, and you'll hear he's as bold as his father. Ask in the shadows, and you'll hear he's as cold as his father's grave.|King Gothryd is a true son of Daggerfall. He has always been a decisive leader, and his actions have always echoed the courage and wisdom his father Lysandus was known for.	-|-|the War of Betony|the War of Betony,King Lysandus|-|Sentinel,Queen Aubk-i|Queen Aubk-i,Sentinel|King Lysandus|-|King Lysandus	MapID	==	1291010263						
King Gothryd	Are ya soft in the head, %ra? Gothryd's the king of Daggerfall.|Gothryd's the king of Daggerfall, %ra. He lives in a big castle in the capital city.|He's the king. We pay him taxes, he defends the kingdom.|Gothryd, huh? Only seen him on the coins.		Region Name	==	Daggerfall						
Queen Aubk-i	She is my darling and doting wife, and the queen of Daggerfall. Speak to her respectfully or lose your tongue.	Sentinel	Name	==	King Gothryd	NoLore	==	3			
Queen Aubk-i	Gothryd wed Queen Aubk-i of Sentinel after slaying her father on the battlefield. That might have brought peace between our kingdoms but I wonder about their wedding bed.|Aubk-i's stuck here, playing queen for Daggerfall, but you gotta wonder if her heart's still with Sentinel.|People are always guessing about Aubk-i's true feeling. Is she Daggerfall's queen or still pining for Sentinel's sands?|Aubk-i's a Sentinel princess turned our queen when Gothryd offed her dad. That's politics for you.|Tales go round that Aubk-i's heart never left Sentinel, even if she's wearing Daggerfall's crown now.	Sentinel,King Gothryd|Sentinel|King Gothryd|Sentinel,King Gothryd,the Battle of Cryngaine Field|King Gothryd,the War of Betony,Sentinel	MapID	==	1291010263	Faction Social Group	==	1|4			
Queen Aubk-i	Queen Aubk-i grew up a princess in the rival kingdom of Sentinel. Her marriage to King Gothryd was part of the peace treaty to end the War of Betony, after her father was slain by Gothryd's own hand.|Our Queen Aubk-i is caught between two rival kingdoms; she is from Sentinel but must serve Daggerfall.|Many wonder about Queen Aubk-i's true feelings towards her husband Gothryd and her new home here in Daggerfall.|Queen Aubk-i is the daughter of the late King Camaron and Queen Akorithi of Sentinel. King Gothryd won her for a bride after slaying her father at the Battle of Cryngaine Field.|Queen Aubk-i's marriage to King Gothryd may have ended the War of Betony, but many here suspect her loyalties still lie with Sentinel.	Sentinel,King Gothryd,the War of Betony|Sentinel|King Gothryd|Sentinel,King Gothryd,the Battle of Cryngaine Field|King Gothryd,the War of Betony,Sentinel	MapID	==	1291010263						
Queen Aubk-i	You should ask about the big lords in the big city.|We don't see anyone from the court around these parts.|I've never met her.		Region Name	==	Daggerfall						
King Lysandus	I do so miss my dearly departed father. The living version of him, that is. The dead version has been somewhat more... bothersome.		Name	==	King Gothryd	NoLore	==	3			
King Lysandus	King Lysandus wanted to end the War of Betony nice and tidy-like. Some say that's why he got an arrow in the throat.|You say Lysandus' name too loud, you might stir his ghost. Rumors are, his own kin might've done him in.|People talk about Lysandus' ghost wanting revenge. Makes you wonder who'd be on that ghostly hit list, doesn't it?|The official story is that King Lysandus got done in by the fog. But some think it was treachery, not mist, that ended him.|Lysandus was the real deal, a true king.|An arrow got King Lysandus right when it mattered. But Gothryd, his boy, he made sure we didn't lose the war his father started.|All the bards sing about Lysandus' bravery in the War of Betony.|King Lysandus and Queen Mynisera were loyal to the Emperor. Now, some say Gothryd's looking to play a different game.	-|King Gothryd,Queen Mynisera|-|-|-|King Gothryd|-|Queen Mynisera,King Gothryd	MapID	==	1291010263	Faction Social Group	==	1|4			
King Lysandus	King Lysandus wanted to end the War of Betony in a peace without victory -- and I hear that is why they killed him.|Daggerfall is haunted by King Lysandus' spirit, howling for vengeance against his murderers. Some whisper that his son King Gothryd or his widowed Queen Mynisera might have orchestrated it all. Such talk is dangerous.|They say the spirit of Lysandus cries out for vengeance against those who betrayed him.|Ah, King Lysandus, slain in the fog of war—or was it the fog of treachery? His demise at the Battle of Cryngaine Field still makes for popular tavern talk.|Lysandus, oh, he was a king as kings should be! He led Daggerfall to glory during his time. A curse upon whoever betrayed him.|King Lysandus met a tragic end at the Battle of Cryngaine Field when an arrow felled him. But Prince Gothryd rallied our soldiers and won the war his father started.|King Lysandus' valor in the War of Betony is sung by every bard in Daggerfall.|King Lysandus and his queen, Mynisera, were always loyal to Emperor Uriel Septim VII. It's said their son Gothryd has other ideas.	-|King Gothryd,Queen Mynisera|-|the Battle of Cryngaine Field|-|the Battle of Cryngaine Field,King Gothryd|the War of Betony|Queen Mynisera,Emperor Uriel Septim VII,King Gothryd	MapID	==	1291010263						
King Lysandus	The old king, innit? I heard he haunts the streets of Daggerfall at night.|I once saw King Lysandus on the road to Burgwall. Had a beard, he did.|One king looks much like another in these parts.		Region Name	==	Daggerfall						
Queen Mynisera	My mother rarely leaves her chambers. I do not imagine she would care to speak with you.		Name	==	King Gothryd	NoLore	==	3			
Queen Mynisera	Mynisera, the old queen, she's still around, making sure her boy Gothryd doesn't slip up.|Gothryd's mum, Mynisera? She's got the whole widow queen act down pat, but don't think she's not pulling strings.|Mynisera's got her ways in court, teaching young Gothryd how to rule. Mother knows best, I suppose.|Court talk says the old queen Mynisera and Lord Bridwell are cozy, but that's just talk, right? Right?|Some say Queen Mynisera's got the Emperor's ear. Makes you wonder what she whispers to him.|Queen Mynisera, she's like a shadow at court. Her husband's gone, her son's king, but she's still there.	King Lysandus,King Gothryd|King Gothryd,King Lysandus|King Gothryd|Lord Bridwell||King Gothryd,King Lysandus	MapID	==	1291010263	Faction Social Group	==	1|4			
Queen Mynisera	Mynisera is the Dowager Queen of Daggerfall. She served as queen during her husband King Lysandus's reign and now as the mother of the current king, Gothryd.|Mynisera is the mother of King Gothryd and widow of the late King Lysandus.|Mynisera, the Dowager Queen of Daggerfall, still holds much influence in court, guiding her son Gothryd with the wisdom only a mother—and a former queen—can wield.|Mynisera's relationship with Lord Bridwell has been the subject of hushed gossip among the courtiers. Some say their bond was more than mere political alliance.|They say that Mynisera, the Dowager Queen, has the ear of Emperor Uriel Septim VII himself.|King Gothryd's mother, the Dowager Queen Mynisera, still lingers in the court like a shadow. Sometimes it's hard to tell which is the ghost, her or Lysandus.	King Lysandus,King Gothryd|King Gothryd,King Lysandus|King Gothryd|Lord Bridwell|Emperor Uriel Septim VII|King Gothryd,King Lysandus	MapID	==	1291010263						
Queen Mynisera	You should ask about the big lords in the big city.|We don't see anyone from the court around these parts.|I've never met her.		Region Name	==	Daggerfall						
Lord Bridwell	Ah, you are looking for Lord Bridwell? That’s him over to your left. He often has need of brave men and women who would serve Daggerfall and their own pockets.		Name	==	King Gothryd	NoLore	==	3			
Lord Bridwell	Lord Bridwell's the man if you need a true knight. He keeps Daggerfall safe and sound.|Lord Bridwell is a man who knows war. He led our men like a hero in the War of Betony, they say.|Lord Bridwell commands the Knights of the Dragon. He's Daggerfall's strong right arm in war and peace.	the Knights of the Dragon|the War of Betony|the Knights of the Dragon	Region Name	==	Daggerfall	Faction Social Group	==	1|4			
Lord Bridwell	Lord Bridwell, as the leader of the Knights of the Dragon, not only exemplifies chivalric virtues but also plays a critical role in maintaining security and order within the kingdom of Daggerfall.|Lord Bridwell is celebrated for his valor during the War of Betony, where he commanded the naval forces at the Battle of the Bluffs and played a critical role in lifting the Siege of Craghold.|Lord Bridwell is the commander of Daggerfall's Knights of the Dragon, the knightly order dedicated to the protection of the kingdom and the royal family.	the Knights of the Dragon|the War of Betony|the Knights of the Dragon	Region Name	==	Daggerfall						
Lord Bridwell	You should ask about the big lords in the big city.|We don't see anyone from the court around these parts.|I've never met him.		Region Name	==	Daggerfall						
The Knights of the Dragon	The Knights of the Dragon serve me and my kingdom. My right-hand man Lord Bridwell commands them.	Lord Bridwell	Name	==	King Gothryd	NoLore	==	3			
the Knights of the Dragon	The Knights of the Dragon are Daggerfall's pride. Fierce in a fight and loyal to the bone.|The Knights of the Dragon love to show off their skills. You should see them at the tournaments, all flash and dazzle.|Lord Bridwell commands the Knights of the Dragon. He's a living legend, especially after the War of Betony scuffle.	-|-|Lord Bridwell,the War of Betony	Region Name	==	Daggerfall	Faction Social Group	==	1|4			
the Knights of the Dragon	The Knights of the Dragon is composed of the finest knights of the Daggerfall militia, bound together by vows of service to the royal family and kingdom.|The Knights of the Dragon often participate in tournaments to hone their skills. Their prowess in jousting and melee draws crowds during Daggerfall's festivals.|The Knights of the Dragon are commanded by Lord Bridwell, a man justly celebrated for his valor during the War of Betony.	-|-|Lord Bridwell,the War of Betony	Region Name	==	Daggerfall						
the War of Betony	It was a necessary fight against a dishonorable land grab by Sentinel. But that's all in the past now. There are much bigger things in store for Daggerfall than petty disputes over islands.	Sentinel	Name	==	King Gothryd	NoLore	==	3			
the War of Betony	The War of Betony was us against Sentinel over a speck of land. King Lysandus didn't want to let any harm come to Betony's folk.|The War of Betony, that was our stand against Sentinel's greedy land grab. King Lysandus was only looking out for the little guys.|The War of Betony will go down as the time Daggerfall stood tall and didn't let a big bully push us around.|Daggerfall showed Sentinel who truly owns the Iliac Bay at the Battle of Cryngaine Field.	King Lysandus,Sentinel|Sentinel,King Lysandus|-|the Battle of Cryngaine Field	Region Name	==	Daggerfall	Faction Social Group	==	1|4			
the War of Betony	The War of Betony was a test of Daggerfall's mettle, with King Lysandus leading our forces to protect the Isle of Betony from Sentinel's avarice. Our city's honor demanded it.|The War of Betony was a necessary defense of our rights and territories against Sentinel's grasping ambition. Our King Lysandus acted only to protect the innocents of Betony from piracy and neglect.|Our history books will tell of the War of Betony as a time when Daggerfall stood firm against aggression, defending a smaller ally from a larger foe's greed.|The War of Betony ended at the Battle of Cryngaine Field with Daggerfall's complete victory over Sentinel.	King Lysandus,Sentinel|Sentinel,King Lysandus|-|the Battle of Cryngaine Field	Region Name	==	Daggerfall						
the Battle of Cryngaine Field	Why, that's where I covered myself with glory, isn't it, my dear Queen Aubk-i?	Queen Aubk-i	Name	==	King Gothryd	NoLore	==	3			
the Battle of Cryngaine Field	The Battle of Cryngaine Field, what a mess that was. There was fog so thick you could carve it. Then King Lysandus went down, Prince Gothryd stepped up, and Daggerfall won.|King Lysandus's death at Cryngaine was bad news. But Gothryd, he just grabbed the crown and the victory.|Cryngaine's where we settled things with Sentinel in that Betony mess.|Sentinel had to eat crow when Gothryd took down Camaron at Cryngaine Field.|I fought in Cryngaine myself. Not a natural fog, that. And poor King Lysandus, dead with an arrow to the throat.	King Lysandus,King Gothryd,Sentinel|King Lysandus,King Gothryd|the War of Betony|Sentinel,King Gothryd|King Lysandus	MapID	==	1291010263	Faction Social Group	==	1|4			
the Battle of Cryngaine Field	The War of Betony ended with the Battle of Cryngaine Field. An eerie fog covered the battlefield, King Lysandus was slain, then Prince Gothryd was crowned and killed King Camaron of Sentinel in single combat.|King Lysandus' death during the Battle of Cryngaine Field was a dark hour for Daggerfall, yet our soldiers rallied behind Prince Gothryd.|Cryngaine field is the place where two kings died, where another was crowned, and where the War of Betony was won. Glory to Daggerfall!|Sentinel was forced to accept a humiliating peace after King Gothryd slew Camaron of Sentinel in the Battle of Cryngaine field.|I fought at the Battle of Cryngaine Field. The fog that covered that battlefield was not natural, I say. We saw strange shapes and sounds in the mist, and when it lifted, King Lysandus lay dead with an arrow in his throat.	King Lysandus,King Gothryd,Sentinel|King Lysandus,King Gothryd|the War of Betony|Sentinel,King Gothryd|King Lysandus	MapID	==	1291010263						
the Day of the Dead	Day of the Dead's a bit eerie, innit? Ghosts settling scores and all that.|Kynareth's priests work overtime on the Day of the Dead, making nice with the spirits.|Ol' King Lysandus started his haunting on the Day of the Dead.	-|Kynareth|King Lysandus	Region Name	==	Daggerfall	Faction Social Group	==	1|4			
the Day of the Dead	The Day of the Dead is when Daggerfall honors those passed. It's said the dead rise to seek vengeance, though many just use the day to remember lost loved ones.|Kynareth's priests in Daggerfall offer blessings and perform rites to appease the spirits on the Day of the Dead, ensuring peace between the living and the dead for another year.|King Lysandus' spirit began its haunting precisely on the 13th of Rain's Hand -- the Day of the Dead.	-|Kynareth|King Lysandus	Region Name	==	Daggerfall						
Wayrest	The Kingdom of Wayrest has grown wealthy but indolent under fat old Eadwyre. Perhaps the time has come for a younger, hungrier generation to take the reins of leadership there.		Name	==	King Gothryd	NoLore	==	3			
Wayrest	Wayrest's streets might be lined with gold, but Daggerfall's the real heart of Breton chivalry.|King Eadwyre sits on Wayrest's throne and rakes in all those riches from the Bjoulsae River trade.|I hear all of Wayrest is under the spell of the Dark Elf queen, Barenziah, and her brood.	Bretons|-|-|-|-	Region Name	==	Daggerfall	Faction Social Group	==	1|4			
Wayrest	Wayrest's streets might be lined with gold, but it's Daggerfall where the true heart of Breton strength and chivalry beats strongest.|Wayrest is ruled by King Eadwyre. The kingdom has grown wealthy and influential under his reign, thanks to its location at the mouth of the Bjoulsae River.|Wayrest is famous for its grand architecture, including the lavish palace where King Eadwyre and his Dark Elf Queen Barenziah reside.|We in Daggerfall often view Wayrest as our chief competitor. Our kingdoms vie for control over trade routes and influence in the Bay.|Daggerfall and Wayrest often act like squabbling siblings, each trying to outdo the other in wealth, military power, and influence across the Iliac Bay.	Bretons|-|-|-|-	Region Name	==	Daggerfall						
Sentinel	Sentinel’s glory days are long behind her now. Her people are no longer the warriors they once were. My father may have been blind to much in politics but he saw that.		Name	==	King Gothryd	NoLore	==	3			
Sentinel	Sentinel's no stranger to throwing its weight around. They do politics with a sword in hand there.|Sentinel is all desert and warriors. They're a tough lot, no doubt about it.|You hear stories about Queen Akorithi from Sentinel. Gives you shivers, the things they say.|There's peace with Sentinel now, sure, but nobody's forgotten the War of Betony.	-|-|-|the War of Betony	Region Name	==	Daggerfall	Faction Social Group	==	1|4			
